ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
REACTOME_RORA_ACTIVATES_GENE_EXPRESSION	REACTOME_RORA_ACTIVATES_GENE_EXPRESSION	3/148	18/11763	0.00138642139908999	0.0119595042183183	0.0081289439631838	RXRA/SREBF1/PPARA	3
REACTOME_TIE2_SIGNALING	REACTOME_TIE2_SIGNALING	3/148	18/11763	0.00138642139908999	0.0119595042183183	0.0081289439631838	SOS1/GRB14/PIK3R1	3
KEGG_P53_SIGNALING_PATHWAY	KEGG_P53_SIGNALING_PATHWAY	5/148	68/11763	0.00162481653130331	0.0136879191409792	0.00930375755034907	IGF1/SERPINE1/PTEN/TP53/CDKN2A	5
BIOCARTA_IGF1MTOR_PATHWAY	BIOCARTA_IGF1MTOR_PATHWAY	3/148	19/11763	0.00163127963760315	0.0136879191409792	0.00930375755034907	IGF1/PTEN/PIK3R1	3
REACTOME_NICOTINAMIDE_SALVAGING	REACTOME_NICOTINAMIDE_SALVAGING	3/148	19/11763	0.00163127963760315	0.0136879191409792	0.00930375755034907	NAMPT/RNLS/PTGS2	3
PID_CXCR4_PATHWAY	PID_CXCR4_PATHWAY	6/148	101/11763	0.00170306059020997	0.0141614858086829	0.00962564354447739	CRK/PLCB1/MMP9/PTEN/PIK3R1/HLA-DRB1	6
KEGG_PANCREATIC_CANCER	KEGG_PANCREATIC_CANCER	5/148	70/11763	0.00184904332613876	0.0150413356472339	0.0102236825520344	MAPK9/TP53/VEGFA/PIK3R1/CDKN2A	5
KEGG_VIRAL_MYOCARDITIS	KEGG_VIRAL_MYOCARDITIS	5/148	70/11763	0.00184904332613876	0.0150413356472339	0.0102236825520344	HLA-DRB5/HLA-G/HLA-DQA1/HLA-DRB1/HLA-DQB1	5
KEGG_BLADDER_CANCER	KEGG_BLADDER_CANCER	4/148	42/11763	0.0018577597657472	0.0150413356472339	0.0102236825520344	MMP9/TP53/VEGFA/CDKN2A	4
KEGG_MELANOMA	KEGG_MELANOMA	5/148	71/11763	0.0019692813222166	0.0158056231339646	0.0107431731628476	IGF1/PTEN/TP53/PIK3R1/CDKN2A	5
KEGG_CHRONIC_MYELOID_LEUKEMIA	KEGG_CHRONIC_MYELOID_LEUKEMIA	5/148	73/11763	0.00222677074383944	0.0177181844531363	0.0120431521173168	CRK/SOS1/TP53/PIK3R1/CDKN2A	5
REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES	REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES	14/148	468/11763	0.00230566257204494	0.0181891158461323	0.012363246900034	CRK/ESR1/IGF1/MMP9/WWOX/SOS1/VEGFA/IRS2/NOS3/INSR/IGF2/PIK3R1/IRS1/INS	14
PID_NFAT_TFPATHWAY	PID_NFAT_TFPATHWAY	4/148	45/11763	0.00240197969560999	0.0187883666021019	0.0127705610935196	MAF/PTGS2/TNF/PPARG	4
BIOCARTA_CTLA4_PATHWAY	BIOCARTA_CTLA4_PATHWAY	3/148	22/11763	0.00252195912215435	0.0193980689145705	0.0131849792702104	HLA-DRB5/PIK3R1/HLA-DRB1	3
PID_PDGFRA_PATHWAY	PID_PDGFRA_PATHWAY	3/148	22/11763	0.00252195912215435	0.0193980689145705	0.0131849792702104	CRK/SOS1/PIK3R1	3
REACTOME_METABOLISM_OF_STEROIDS	REACTOME_METABOLISM_OF_STEROIDS	7/148	150/11763	0.00285067599268281	0.0212195663187306	0.014423061556667	RXRA/SREBF1/CYP27B1/CYP24A1/CYP2R1/PPARA/VDR	7
BIOCARTA_IGF1R_PATHWAY	BIOCARTA_IGF1R_PATHWAY	3/148	23/11763	0.00287372241586275	0.0212195663187306	0.014423061556667	SOS1/PIK3R1/IRS1	3
BIOCARTA_NTHI_PATHWAY	BIOCARTA_NTHI_PATHWAY	3/148	23/11763	0.00287372241586275	0.0212195663187306	0.014423061556667	NR3C1/IL1B/TNF	3
BIOCARTA_TH1TH2_PATHWAY	BIOCARTA_TH1TH2_PATHWAY	3/148	23/11763	0.00287372241586275	0.0212195663187306	0.014423061556667	HLA-DRB5/IL18/HLA-DRB1	3
REACTOME_TRANSLOCATION_OF_ZAP_70_TO_IMMUNOLOGICAL_SYNAPSE	REACTOME_TRANSLOCATION_OF_ZAP_70_TO_IMMUNOLOGICAL_SYNAPSE	3/148	23/11763	0.00287372241586275	0.0212195663187306	0.014423061556667	HLA-DRB5/HLA-DQA1/HLA-DRB1	3
REACTOME_SIGNALING_BY_NTRK1_TRKA	REACTOME_SIGNALING_BY_NTRK1_TRKA	5/148	78/11763	0.00297692498080853	0.0218071568038593	0.0148224501968411	CRK/SOS1/IRS2/PIK3R1/IRS1	5
REACTOME_IRS_MEDIATED_SIGNALLING	REACTOME_IRS_MEDIATED_SIGNALLING	4/148	48/11763	0.00304694941515759	0.022144364647169	0.0150516523119264	SOS1/IRS2/PIK3R1/IRS1	4
BIOCARTA_EIF4_PATHWAY	BIOCARTA_EIF4_PATHWAY	3/148	24/11763	0.00325422859734496	0.0232841317468946	0.015826358580315	PTEN/PIK3R1/IRS1	3
BIOCARTA_WNT_PATHWAY	BIOCARTA_WNT_PATHWAY	3/148	24/11763	0.00325422859734496	0.0232841317468946	0.015826358580315	PPARD/TLE1/HNF1A	3
KEGG_JAK_STAT_SIGNALING_PATHWAY	KEGG_JAK_STAT_SIGNALING_PATHWAY	7/148	155/11763	0.00342096081718635	0.0242888218020231	0.0165092522027778	PRLR/SOS1/IL6/IL10/PIK3R1/LEPR/LEP	7
BIOCARTA_HDAC_PATHWAY	BIOCARTA_HDAC_PATHWAY	3/148	25/11763	0.00366419896819316	0.0254289898318969	0.0172842309856994	IGF1/INSR/PIK3R1	3
PID_LYMPH_ANGIOGENESIS_PATHWAY	PID_LYMPH_ANGIOGENESIS_PATHWAY	3/148	25/11763	0.00366419896819316	0.0254289898318969	0.0172842309856994	CRK/SOS1/PIK3R1	3
REACTOME_SIGNALING_BY_ERYTHROPOIETIN	REACTOME_SIGNALING_BY_ERYTHROPOIETIN	3/148	25/11763	0.00366419896819316	0.0254289898318969	0.0172842309856994	SOS1/IRS2/PIK3R1	3
KEGG_STARCH_AND_SUCROSE_METABOLISM	KEGG_STARCH_AND_SUCROSE_METABOLISM	4/148	52/11763	0.00407828795115136	0.0276516933076218	0.0187950153519331	GYS2/G6PC2/ENPP1/GCK	4
PID_INSULIN_GLUCOSE_PATHWAY	PID_INSULIN_GLUCOSE_PATHWAY	3/148	26/11763	0.00410431417458741	0.0276516933076218	0.0187950153519331	SLC2A4/INSR/INS	3
PID_VEGFR1_PATHWAY	PID_VEGFR1_PATHWAY	3/148	26/11763	0.00410431417458741	0.0276516933076218	0.0187950153519331	VEGFA/NOS3/PIK3R1	3
REACTOME_PHOSPHORYLATION_OF_CD3_AND_TCR_ZETA_CHAINS	REACTOME_PHOSPHORYLATION_OF_CD3_AND_TCR_ZETA_CHAINS	3/148	26/11763	0.00410431417458741	0.0276516933076218	0.0187950153519331	HLA-DRB5/HLA-DQA1/HLA-DRB1	3
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	5/148	85/11763	0.00431288859013208	0.0288463490484921	0.0196070297461382	IGF1/MAPK9/ADCY5/PIK3R1/INS	5
BIOCARTA_VEGF_PATHWAY	BIOCARTA_VEGF_PATHWAY	3/148	27/11763	0.00457521532154992	0.0299498137715643	0.0203570610798339	VEGFA/NOS3/PIK3R1	3
REACTOME_INSULIN_PROCESSING	REACTOME_INSULIN_PROCESSING	3/148	27/11763	0.00457521532154992	0.0299498137715643	0.0203570610798339	PCSK1/SLC30A8/INS	3
REACTOME_PD_1_SIGNALING	REACTOME_PD_1_SIGNALING	3/148	27/11763	0.00457521532154992	0.0299498137715643	0.0203570610798339	HLA-DRB5/HLA-DQA1/HLA-DRB1	3
KEGG_HEMATOPOIETIC_CELL_LINEAGE	KEGG_HEMATOPOIETIC_CELL_LINEAGE	5/148	87/11763	0.00476230675531621	0.0309549939095554	0.0210402878144437	HLA-DRB5/IL1B/IL6/HLA-DRB1/TNF	5
REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS	REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS	10/148	302/11763	0.00483247609520774	0.0311914366145227	0.0212009992840914	ESR1/PTEN/TP53/IRS2/INSR/ADCY5/PIK3R1/IRS1/PPARG/INS	10
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	5/148	88/11763	0.00499906709761186	0.0320426314659427	0.0217795613317008	HLA-DRB5/HLA-G/HLA-DQA1/HLA-DRB1/HLA-DQB1	5
BIOCARTA_G1_PATHWAY	BIOCARTA_G1_PATHWAY	3/148	28/11763	0.00507750506336977	0.032320946024071	0.0219687333413313	TP53/CDKN2B/CDKN2A	3
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	9/148	260/11763	0.00557970901892927	0.0352356736258791	0.023949890495551	CRK/AHSG/IGF1/SERPINE1/SOS1/VEGFA/ADRA2A/IGF2/PIK3R1	9
REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION	REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION	3/148	29/11763	0.0056117486706438	0.0352356736258791	0.023949890495551	CRK/SOS1/PIK3R1	3
KEGG_ACUTE_MYELOID_LEUKEMIA	KEGG_ACUTE_MYELOID_LEUKEMIA	4/148	57/11763	0.00566987554542165	0.0353601022190823	0.0240344653276764	PPARD/SOS1/PIK3R1/TCF7L2	4
PID_PDGFRB_PATHWAY	PID_PDGFRB_PATHWAY	6/148	129/11763	0.00574313370918402	0.0355765933797104	0.0241816156176169	CRK/MAPK9/PTEN/SOS1/ARAP1/PIK3R1	6
REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS	REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS	9/148	262/11763	0.00585984601098502	0.0360575857875945	0.0245085489301549	ESR1/FABP5/MMP9/PDK1/PPARD/RXRA/RXRG/NOS3/PIK3R1	9
REACTOME_SIGNALING_BY_ERBB4	REACTOME_SIGNALING_BY_ERBB4	4/148	58/11763	0.00603137082318474	0.0368672534423809	0.0250588847028101	ESR1/WWOX/SOS1/PIK3R1	4
PID_RETINOIC_ACID_PATHWAY	PID_RETINOIC_ACID_PATHWAY	3/148	30/11763	0.00617847507437169	0.0375179769318754	0.0255011852100106	RXRA/RXRG/VDR	3
REACTOME_INTERFERON_GAMMA_SIGNALING	REACTOME_INTERFERON_GAMMA_SIGNALING	5/148	93/11763	0.00630941415230677	0.038062674918818	0.0258714195718943	HLA-DRB5/HLA-G/HLA-DQA1/HLA-DRB1/HLA-DQB1	5
REACTOME_CHYLOMICRON_REMODELING	REACTOME_CHYLOMICRON_REMODELING	2/148	10/11763	0.00662245333592515	0.039347535787394	0.0267447469114294	APOA5/LPL	2
REACTOME_SIGNALING_BY_FGFR3_FUSIONS_IN_CANCER	REACTOME_SIGNALING_BY_FGFR3_FUSIONS_IN_CANCER	2/148	10/11763	0.00662245333592515	0.039347535787394	0.0267447469114294	SOS1/PIK3R1	2
BIOCARTA_IL1R_PATHWAY	BIOCARTA_IL1R_PATHWAY	3/148	31/11763	0.00677817788753591	0.039347535787394	0.0267447469114294	IL1B/IL6/TNF	3
PID_AR_NONGENOMIC_PATHWAY	PID_AR_NONGENOMIC_PATHWAY	3/148	31/11763	0.00677817788753591	0.039347535787394	0.0267447469114294	PLCB1/SHBG/PIK3R1	3
REACTOME_NICOTINATE_METABOLISM	REACTOME_NICOTINATE_METABOLISM	3/148	31/11763	0.00677817788753591	0.039347535787394	0.0267447469114294	NAMPT/RNLS/PTGS2	3
REACTOME_PYRUVATE_METABOLISM	REACTOME_PYRUVATE_METABOLISM	3/148	31/11763	0.00677817788753591	0.039347535787394	0.0267447469114294	PDK1/PPARD/RXRA	3
REACTOME_DISORDERS_OF_TRANSMEMBRANE_TRANSPORTERS	REACTOME_DISORDERS_OF_TRANSMEMBRANE_TRANSPORTERS	7/148	177/11763	0.00702036299632156	0.0402471741963031	0.027356236324339	CFTR/ABCC8/SLC2A2/SLC27A4/GCKR/KCNJ11/GCK	7
REACTOME_FATTY_ACID_METABOLISM	REACTOME_FATTY_ACID_METABOLISM	7/148	177/11763	0.00702036299632156	0.0402471741963031	0.027356236324339	PPARD/PTGS2/RXRA/SLC25A20/FADS2/PON1/FADS1	7
PID_TRKR_PATHWAY	PID_TRKR_PATHWAY	4/148	61/11763	0.007207068159921	0.0410624932815252	0.0279104134068415	CRK/SH2B1/SOS1/PIK3R1	4
KEGG_COLORECTAL_CANCER	KEGG_COLORECTAL_CANCER	4/148	62/11763	0.00763022689718114	0.0432067449453877	0.0293678736242813	MAPK9/TP53/PIK3R1/TCF7L2	4
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	6/148	138/11763	0.00791627825140184	0.0436040128810802	0.029637898930403	HLA-DRB5/HLA-DQA1/IL10/HLA-DRB1/HLA-DQB1/TNF	6
BIOCARTA_BBCELL_PATHWAY	BIOCARTA_BBCELL_PATHWAY	2/148	11/11763	0.00802765202975039	0.0436040128810802	0.029637898930403	HLA-DRB5/HLA-DRB1	2
BIOCARTA_EOSINOPHILS_PATHWAY	BIOCARTA_EOSINOPHILS_PATHWAY	2/148	11/11763	0.00802765202975039	0.0436040128810802	0.029637898930403	HLA-DRB5/HLA-DRB1	2
BIOCARTA_LEPTIN_PATHWAY	BIOCARTA_LEPTIN_PATHWAY	2/148	11/11763	0.00802765202975039	0.0436040128810802	0.029637898930403	LEPR/LEP	2
REACTOME_SIGNALING_BY_FGFR4_IN_DISEASE	REACTOME_SIGNALING_BY_FGFR4_IN_DISEASE	2/148	11/11763	0.00802765202975039	0.0436040128810802	0.029637898930403	SOS1/PIK3R1	2
PID_IL12_2PATHWAY	PID_IL12_2PATHWAY	4/148	63/11763	0.00806942972157245	0.0436040128810802	0.029637898930403	IL1B/NOS2/IL18/HLA-DRB1	4
PID_EPO_PATHWAY	PID_EPO_PATHWAY	3/148	33/11763	0.00807831657926839	0.0436040128810802	0.029637898930403	SOS1/IRS2/PIK3R1	3
PID_IL12_STAT4_PATHWAY	PID_IL12_STAT4_PATHWAY	3/148	33/11763	0.00807831657926839	0.0436040128810802	0.029637898930403	MAPK9/IL18/HLA-DRB1	3
REACTOME_SIGNALING_BY_NTRKS	REACTOME_SIGNALING_BY_NTRKS	5/148	99/11763	0.00817972995004073	0.0438947136272535	0.0298354899034534	CRK/SOS1/IRS2/PIK3R1/IRS1	5
PID_IL4_2PATHWAY	PID_IL4_2PATHWAY	4/148	64/11763	0.00852491683529888	0.0454826487802362	0.030914818581309	IRS2/IL10/PIK3R1/IRS1	4
REACTOME_INTERLEUKIN_7_SIGNALING	REACTOME_INTERLEUKIN_7_SIGNALING	3/148	34/11763	0.00877957198113447	0.0465720973482018	0.0316553230535762	IRS2/PIK3R1/IRS1	3
REACTOME_DOWNSTREAM_TCR_SIGNALING	REACTOME_DOWNSTREAM_TCR_SIGNALING	5/148	101/11763	0.00888037696934553	0.046837645386891	0.0318358175863455	HLA-DRB5/HLA-DQA1/PTEN/PIK3R1/HLA-DRB1	5
REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE	REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE	4/148	65/11763	0.00899692275193595	0.0471827255683914	0.0320703705750827	RXRA/CYP27B1/CYP24A1/CYP2R1	4
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	5/148	102/11763	0.00924580520560879	0.0479431359818928	0.0325872259168707	IL1B/MAPK9/IL6/PIK3R1/TNF	5
REACTOME_PI3K_AKT_SIGNALING_IN_CANCER	REACTOME_PI3K_AKT_SIGNALING_IN_CANCER	5/148	102/11763	0.00924580520560879	0.0479431359818928	0.0325872259168707	ESR1/PTEN/IRS2/PIK3R1/IRS1	5
REACTOME_ONCOGENE_INDUCED_SENESCENCE	REACTOME_ONCOGENE_INDUCED_SENESCENCE	3/148	35/11763	0.00951544473125536	0.0487209756342182	0.0331159280127662	TP53/CDKN2B/CDKN2A	3
BIOCARTA_BARRESTIN_PATHWAY	BIOCARTA_BARRESTIN_PATHWAY	2/148	12/11763	0.00955416748623346	0.0487209756342182	0.0331159280127662	PLCB1/PPARA	2
REACTOME_ERYTHROPOIETIN_ACTIVATES_PHOSPHOINOSITIDE_3_KINASE_PI3K	REACTOME_ERYTHROPOIETIN_ACTIVATES_PHOSPHOINOSITIDE_3_KINASE_PI3K	2/148	12/11763	0.00955416748623346	0.0487209756342182	0.0331159280127662	IRS2/PIK3R1	2
