ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
PID_SYNDECAN_4_PATHWAY	PID_SYNDECAN_4_PATHWAY	7/225	32/11763	1.91157974097989e-06	2.22867708624832e-05	1.33041215409374e-05	FN1/CCL5/TFPI/THBS1/PRKCA/MMP9/F2	7
BIOCARTA_NFKB_PATHWAY	BIOCARTA_NFKB_PATHWAY	6/225	21/11763	1.95528343587021e-06	2.25312312203183e-05	1.34500525209187e-05	NFKB1/IL1R1/TNFRSF1A/TNFRSF1B/IL1A/TNF	6
REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES	REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES	9/225	61/11763	2.13487462860534e-06	2.43179397350332e-05	1.45166308684356e-05	COL4A1/COL4A3/MMP3/COL1A2/COL3A1/COL5A1/COL5A2/COL1A1/MMP9	9
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	9/225	62/11763	2.45632287557542e-06	2.76615451101732e-05	1.65126011492032e-05	CCL5/CASP1/CCL2/NFKB1/IL18/NOD2/IL1B/IL6/TNF	9
BIOCARTA_EICOSANOID_PATHWAY	BIOCARTA_EICOSANOID_PATHWAY	6/225	22/11763	2.64576448286669e-06	2.94601416013583e-05	1.75862760422363e-05	PTGFR/PTGS1/PTGER2/PTGES/PTGER3/PTGS2	6
BIOCARTA_EXTRINSIC_PATHWAY	BIOCARTA_EXTRINSIC_PATHWAY	5/225	13/11763	2.7817111882786e-06	3.06297309731566e-05	1.82844641849424e-05	F2R/TFPI/F3/F2/F5	5
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS	REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS	15/225	188/11763	3.14956146087949e-06	3.42990704146327e-05	2.04748819087828e-05	AGTR2/F2R/CXCR3/CXCL9/CCL16/CXCL6/CCL5/C3/CCR2/RLN2/OXT/CXCR1/EDN1/AGT/F2	15
PID_IL4_2PATHWAY	PID_IL4_2PATHWAY	9/225	64/11763	3.22586860648102e-06	3.47482150980727e-05	2.07429995062052e-05	CCL17/SOCS3/LTA/COL1A2/IL5/COL1A1/IL4R/IL4/IL10	9
PID_CD8_TCR_DOWNSTREAM_PATHWAY	PID_CD8_TCR_DOWNSTREAM_PATHWAY	9/225	65/11763	3.68274715180541e-06	3.92430368541845e-05	2.3426190145044e-05	IFNAR1/RAF1/PRKCA/FASLG/IL2RB/IL2RA/IFNG/IL2/TNF	9
BIOCARTA_BLYMPHOCYTE_PATHWAY	BIOCARTA_BLYMPHOCYTE_PATHWAY	5/225	14/11763	4.2598451581958e-06	4.48858461798484e-05	2.67946736980985e-05	CR1/CD80/CD40/ICAM1/FCGR2B	5
KEGG_ECM_RECEPTOR_INTERACTION	KEGG_ECM_RECEPTOR_INTERACTION	10/225	84/11763	4.30288131895621e-06	4.48858461798484e-05	2.67946736980985e-05	COL4A1/FN1/THBS1/TNR/VWF/COL1A2/COL3A1/COL5A1/COL5A2/COL1A1	10
REACTOME_INTERLEUKIN_6_FAMILY_SIGNALING	REACTOME_INTERLEUKIN_6_FAMILY_SIGNALING	6/225	24/11763	4.62223808987246e-06	4.77149786152459e-05	2.84835285801351e-05	IL11/STAT1/STAT3/SOCS3/IL6R/IL6	6
BIOCARTA_IL2RB_PATHWAY	BIOCARTA_IL2RB_PATHWAY	7/225	37/11763	5.3902810320853e-06	5.50697783793457e-05	3.28739874121751e-05	RAF1/SOS1/SOCS3/FASLG/FAS/IL2RB/IL2RA	7
BIOCARTA_GRANULOCYTES_PATHWAY	BIOCARTA_GRANULOCYTES_PATHWAY	5/225	15/11763	6.29048343846182e-06	6.36109090562823e-05	3.79726282751401e-05	ICAM1/CSF3/IFNG/IL1A/TNF	5
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	11/225	108/11763	6.65126510680738e-06	6.62256136715694e-05	3.95334801459685e-05	AKT3/RAF1/SOS1/CSF2/NFKB1/IL5/IFNG/IL2/IL4/IL10/TNF	11
REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY	REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY	8/225	53/11763	6.68270571862457e-06	6.62256136715694e-05	3.95334801459685e-05	NR5A2/AR/PPARA/NR3C2/PPARG/NR3C1/VDR/PGR	8
KEGG_PANCREATIC_CANCER	KEGG_PANCREATIC_CANCER	9/225	70/11763	6.89641915484317e-06	6.76668453707879e-05	4.03938255864707e-05	AKT3/RAF1/STAT1/STAT3/TGFBR2/VEGFC/NFKB1/TGFB1/VEGFA	9
PID_RXR_VDR_PATHWAY	PID_RXR_VDR_PATHWAY	6/225	26/11763	7.65726265755749e-06	7.43955617023478e-05	4.44105429674645e-05	ABCA1/PPARA/PPARG/TGFB1/VDR/TNF	6
REACTOME_COLLAGEN_FORMATION	REACTOME_COLLAGEN_FORMATION	10/225	90/11763	8.06677635432362e-06	7.76133530789777e-05	4.63314083917208e-05	COL4A1/COL4A3/MMP3/COL1A2/COL3A1/COL5A1/COL5A2/SERPINH1/COL1A1/MMP9	10
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	8/225	55/11763	8.88339330128042e-06	8.42133170013874e-05	5.02712668275317e-05	IRF3/CCL4/CCL5/CASP1/NFKB1/IL18/IL1B/IL6	8
BIOCARTA_SPPA_PATHWAY	BIOCARTA_SPPA_PATHWAY	5/225	16/11763	9.00768072870542e-06	8.42133170013874e-05	5.02712668275317e-05	F2R/RAF1/PRKCA/PTGS1/F2	5
REACTOME_CASPASE_ACTIVATION_VIA_DEATH_RECEPTORS_IN_THE_PRESENCE_OF_LIGAND	REACTOME_CASPASE_ACTIVATION_VIA_DEATH_RECEPTORS_IN_THE_PRESENCE_OF_LIGAND	5/225	16/11763	9.00768072870542e-06	8.42133170013874e-05	5.02712668275317e-05	FASLG/TRAF2/FAS/CD14/TLR4	5
PID_IFNG_PATHWAY	PID_IFNG_PATHWAY	7/225	40/11763	9.29636338121922e-06	8.60999636522266e-05	5.13975033964112e-05	IRF1/STAT1/STAT3/PTGES2/CASP1/IFNG/IL1B	7
REACTOME_INTERLEUKIN_RECEPTOR_SHC_SIGNALING	REACTOME_INTERLEUKIN_RECEPTOR_SHC_SIGNALING	6/225	27/11763	9.68872811098876e-06	8.89030514628691e-05	5.30708109003478e-05	SOS1/CSF2/IL2RB/IL5/IL2RA/IL2	6
BIOCARTA_PML_PATHWAY	BIOCARTA_PML_PATHWAY	5/225	17/11763	1.25627595476536e-05	0.00011215941181734	6.69537303535451e-05	FASLG/FAS/TNFRSF1A/TNFRSF1B/TNF	5
KEGG_ONE_CARBON_POOL_BY_FOLATE	KEGG_ONE_CARBON_POOL_BY_FOLATE	5/225	17/11763	1.25627595476536e-05	0.00011215941181734	6.69537303535451e-05	MTR/TYMS/SHMT1/DHFR/MTHFR	5
KEGG_RENIN_ANGIOTENSIN_SYSTEM	KEGG_RENIN_ANGIOTENSIN_SYSTEM	5/225	17/11763	1.25627595476536e-05	0.00011215941181734	6.69537303535451e-05	AGTR2/LNPEP/REN/AGT/ACE	5
KEGG_BLADDER_CANCER	KEGG_BLADDER_CANCER	7/225	42/11763	1.30222595354273e-05	0.000115223742853647	6.87829873957721e-05	RAF1/THBS1/VEGFC/MMP2/VEGFA/MMP9/MMP1	7
NABA_ECM_REGULATORS	NABA_ECM_REGULATORS	16/225	238/11763	1.33184631225569e-05	0.000116801742959769	6.97249769434277e-05	MMP10/SERPINB8/TIMP1/TIMP2/SERPINB2/F13B/AGT/TIMP4/MMP3/MMP8/SERPINH1/SERPINE1/MMP2/MMP9/MMP1/F2	16
REACTOME_TOLL_LIKE_RECEPTOR_TLR1:TLR2_CASCADE	REACTOME_TOLL_LIKE_RECEPTOR_TLR1:TLR2_CASCADE	10/225	97/11763	1.57824097622707e-05	0.000137196211179038	8.18994855622912e-05	TLR1/SFTPD/IRAK1/TIRAP/NFKB2/NFKB1/NOD2/TLR2/CD14/TLR4	10
BIOCARTA_41BB_PATHWAY	BIOCARTA_41BB_PATHWAY	5/225	18/11763	1.712463497459e-05	0.000146297528101885	8.73325304511758e-05	TRAF2/NFKB1/IFNG/IL2/IL4	5
BIOCARTA_CARDIACEGF_PATHWAY	BIOCARTA_CARDIACEGF_PATHWAY	5/225	18/11763	1.712463497459e-05	0.000146297528101885	8.73325304511758e-05	AGTR2/PRKCA/EDN1/AGT/NFKB1	5
NABA_COLLAGENS	NABA_COLLAGENS	7/225	44/11763	1.79059151093038e-05	0.000150379337909492	8.97691729833073e-05	COL4A1/COL4A3/COL1A2/COL3A1/COL5A1/COL5A2/COL1A1	7
REACTOME_COLLAGEN_CHAIN_TRIMERIZATION	REACTOME_COLLAGEN_CHAIN_TRIMERIZATION	7/225	44/11763	1.79059151093038e-05	0.000150379337909492	8.97691729833073e-05	COL4A1/COL4A3/COL1A2/COL3A1/COL5A1/COL5A2/COL1A1	7
REACTOME_MET_ACTIVATES_PTK2_SIGNALING	REACTOME_MET_ACTIVATES_PTK2_SIGNALING	6/225	30/11763	1.85242543642192e-05	0.000154265009033119	9.20887302316778e-05	FN1/COL1A2/COL3A1/COL5A1/COL5A2/COL1A1	6
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	9/225	79/11763	1.88034241675618e-05	0.000155284944583781	9.26975822997346e-05	AKT3/RAF1/SOS1/PRKCA/CSF2/IL5/IL13/IL4/TNF	9
REACTOME_REGULATION_OF_TLR_BY_ENDOGENOUS_LIGAND	REACTOME_REGULATION_OF_TLR_BY_ENDOGENOUS_LIGAND	5/225	19/11763	2.28800388383495e-05	0.000187389408998383	0.000111862390840821	TLR1/SFTPD/TLR2/CD14/TLR4	5
BIOCARTA_SODD_PATHWAY	BIOCARTA_SODD_PATHWAY	4/225	10/11763	2.50056053868232e-05	0.000199843184986627	0.00011929669123425	TRAF2/TNFRSF1A/TNFRSF1B/TNF	4
PID_VEGF_VEGFR_PATHWAY	PID_VEGF_VEGFR_PATHWAY	4/225	10/11763	2.50056053868232e-05	0.000199843184986627	0.00011929669123425	VEGFC/KDR/FLT1/VEGFA	4
REACTOME_RUNX1_AND_FOXP3_CONTROL_THE_DEVELOPMENT_OF_REGULATORY_T_LYMPHOCYTES_TREGS	REACTOME_RUNX1_AND_FOXP3_CONTROL_THE_DEVELOPMENT_OF_REGULATORY_T_LYMPHOCYTES_TREGS	4/225	10/11763	2.50056053868232e-05	0.000199843184986627	0.00011929669123425	CR1/IL2RA/IFNG/IL2	4
BIOCARTA_AMI_PATHWAY	BIOCARTA_AMI_PATHWAY	5/225	20/11763	3.00336503755504e-05	0.000238106780177364	0.000142138202198394	COL4A1/F2R/TFPI/COL4A3/F2	5
REACTOME_TOLL_LIKE_RECEPTOR_4_TLR4_CASCADE	REACTOME_TOLL_LIKE_RECEPTOR_4_TLR4_CASCADE	11/225	127/11763	3.12077317034248e-05	0.00024545128665154	0.000146522516435462	IRF3/TLR1/SFTPD/IRAK1/TIRAP/NFKB2/NFKB1/NOD2/TLR2/CD14/TLR4	11
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES	REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES	7/225	48/11763	3.22417979745147e-05	0.000251587573171213	0.000150185581945108	CXCR3/CXCL9/CCL16/CXCL6/CCL5/CCR2/CXCR1	7
PID_ANGIOPOIETIN_RECEPTOR_PATHWAY	PID_ANGIOPOIETIN_RECEPTOR_PATHWAY	7/225	49/11763	3.70101917436176e-05	0.000286539843890039	0.000171050392762443	FN1/ANGPT1/NFKB1/MMP2/NOS3/F2/TNF	7
BIOCARTA_VITCB_PATHWAY	BIOCARTA_VITCB_PATHWAY	4/225	11/11763	3.8705742847622e-05	0.000293390781564408	0.000175140070358699	COL4A1/SLC23A2/COL4A3/SLC23A1	4
REACTOME_SIGNALING_BY_LEPTIN	REACTOME_SIGNALING_BY_LEPTIN	4/225	11/11763	3.8705742847622e-05	0.000293390781564408	0.000175140070358699	LEPR/STAT3/SOCS3/LEP	4
BIOCARTA_IL6_PATHWAY	BIOCARTA_IL6_PATHWAY	5/225	21/11763	3.88081400442003e-05	0.000293390781564408	0.000175140070358699	RAF1/SOS1/STAT3/IL6R/IL6	5
REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES	REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES	8/225	67/11763	3.90792968380443e-05	0.000293390781564408	0.000175140070358699	COL4A1/COL4A3/COL1A2/COL3A1/COL5A1/COL5A2/SERPINH1/COL1A1	8
PID_HIV_NEF_PATHWAY	PID_HIV_NEF_PATHWAY	6/225	35/11763	4.67504002750666e-05	0.000348343208064594	0.000207944004389295	FASLG/TRAF2/FAS/NFKB1/TNFRSF1A/TNF	6
BIOCARTA_IL2_PATHWAY	BIOCARTA_IL2_PATHWAY	5/225	22/11763	4.94441328563574e-05	0.00036295656044926	0.000216667467175617	RAF1/SOS1/IL2RB/IL2RA/IL2	5
REACTOME_COMMON_PATHWAY_OF_FIBRIN_CLOT_FORMATION	REACTOME_COMMON_PATHWAY_OF_FIBRIN_CLOT_FORMATION	5/225	22/11763	4.94441328563574e-05	0.00036295656044926	0.000216667467175617	F2R/THBD/F13B/F2/F5	5
PID_GMCSF_PATHWAY	PID_GMCSF_PATHWAY	6/225	36/11763	5.52120481591308e-05	0.000402317203865431	0.000240163862735538	RAF1/SOS1/STAT1/STAT3/CSF2/CCL2	6
BIOCARTA_FIBRINOLYSIS_PATHWAY	BIOCARTA_FIBRINOLYSIS_PATHWAY	4/225	12/11763	5.71891832797312e-05	0.000410684642247925	0.000245158817720892	F2R/SERPINB2/SERPINE1/F2	4
REACTOME_GP1B_IX_V_ACTIVATION_SIGNALLING	REACTOME_GP1B_IX_V_ACTIVATION_SIGNALLING	4/225	12/11763	5.71891832797312e-05	0.000410684642247925	0.000245158817720892	RAF1/VWF/COL1A2/COL1A1	4
BIOCARTA_HER2_PATHWAY	BIOCARTA_HER2_PATHWAY	5/225	23/11763	6.22000972837434e-05	0.000434086594423872	0.000259128648431904	RAF1/SOS1/STAT3/IL6R/IL6	5
BIOCARTA_INTRINSIC_PATHWAY	BIOCARTA_INTRINSIC_PATHWAY	5/225	23/11763	6.22000972837434e-05	0.000434086594423872	0.000259128648431904	COL4A1/F2R/COL4A3/F2/F5	5
BIOCARTA_NTHI_PATHWAY	BIOCARTA_NTHI_PATHWAY	5/225	23/11763	6.22000972837434e-05	0.000434086594423872	0.000259128648431904	TGFBR2/NFKB1/NR3C1/IL1B/TNF	5
PID_NFKAPPAB_CANONICAL_PATHWAY	PID_NFKAPPAB_CANONICAL_PATHWAY	5/225	23/11763	6.22000972837434e-05	0.000434086594423872	0.000259128648431904	PRKCA/NFKB1/NOD2/TNFRSF1A/TNF	5
BIOCARTA_TPO_PATHWAY	BIOCARTA_TPO_PATHWAY	5/225	24/11763	7.7352165492657e-05	0.000536055916106455	0.000319999389082615	RAF1/SOS1/STAT1/STAT3/PRKCA	5
BIOCARTA_IL5_PATHWAY	BIOCARTA_IL5_PATHWAY	4/225	13/11763	8.13702819870435e-05	0.000556123789304553	0.000331978936310116	IL5/IL4/IL1B/IL6	4
BIOCARTA_PCAF_PATHWAY	BIOCARTA_PCAF_PATHWAY	4/225	13/11763	8.13702819870435e-05	0.000556123789304553	0.000331978936310116	IRF1/IRF3/IRF5/NFKB1	4
REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION	REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION	6/225	39/11763	8.81602175832182e-05	0.000598402572773762	0.000357217319983912	FN1/SOS1/VWF/COL1A2/COL1A1/F2	6
BIOCARTA_HIVNEF_PATHWAY	BIOCARTA_HIVNEF_PATHWAY	7/225	56/11763	8.9205307082101e-05	0.000601377274274572	0.000358993072539497	FASLG/TRAF2/FAS/NFKB1/TNFRSF1A/TNFRSF1B/TNF	7
PID_INTEGRIN_A9B1_PATHWAY	PID_INTEGRIN_A9B1_PATHWAY	5/225	25/11763	9.51938903787774e-05	0.000633135203794419	0.000377951016551557	FN1/VCAM1/VEGFC/CSF2/VEGFA	5
PID_LYMPH_ANGIOGENESIS_PATHWAY	PID_LYMPH_ANGIOGENESIS_PATHWAY	5/225	25/11763	9.51938903787774e-05	0.000633135203794419	0.000377951016551557	FN1/SOS1/VEGFC/COL1A2/COL1A1	5
REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING	REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING	7/225	57/11763	0.000100060761150559	0.000661068095334695	0.000394625598362206	IL27/STAT1/STAT3/SERPINB2/IL12A/IFNG/IL10	7
BIOCARTA_HSP27_PATHWAY	BIOCARTA_HSP27_PATHWAY	4/225	14/11763	0.000112214456718582	0.000722107315637112	0.000431063053149988	FASLG/FAS/IL1A/TNF	4
BIOCARTA_PLATELETAPP_PATHWAY	BIOCARTA_PLATELETAPP_PATHWAY	4/225	14/11763	0.000112214456718582	0.000722107315637112	0.000431063053149988	COL4A1/COL4A3/SERPINE1/F2	4
REACTOME_INTERLEUKIN_15_SIGNALING	REACTOME_INTERLEUKIN_15_SIGNALING	4/225	14/11763	0.000112214456718582	0.000722107315637112	0.000431063053149988	SOS1/STAT3/IL15/IL2RB	4
REACTOME_REGULATION_OF_IFNG_SIGNALING	REACTOME_REGULATION_OF_IFNG_SIGNALING	4/225	14/11763	0.000112214456718582	0.000722107315637112	0.000431063053149988	STAT1/SOCS3/IFNGR2/IFNG	4
REACTOME_CASPASE_ACTIVATION_VIA_EXTRINSIC_APOPTOTIC_SIGNALLING_PATHWAY	REACTOME_CASPASE_ACTIVATION_VIA_EXTRINSIC_APOPTOTIC_SIGNALLING_PATHWAY	5/225	26/11763	0.000116035944598115	0.000737125776261105	0.000440028345911882	FASLG/TRAF2/FAS/CD14/TLR4	5
REACTOME_INTERLEUKIN_20_FAMILY_SIGNALING	REACTOME_INTERLEUKIN_20_FAMILY_SIGNALING	5/225	26/11763	0.000116035944598115	0.000737125776261105	0.000440028345911882	IL22/STAT1/STAT3/SOCS3/IL10RB	5
PID_AMB2_NEUTROPHILS_PATHWAY	PID_AMB2_NEUTROPHILS_PATHWAY	6/225	41/11763	0.000117685552688141	0.000738141662746501	0.00044063478088431	ICAM1/NFKB1/MMP2/MMP9/IL6/TNF	6
REACTOME_MET_PROMOTES_CELL_MOTILITY	REACTOME_MET_PROMOTES_CELL_MOTILITY	6/225	41/11763	0.000117685552688141	0.000738141662746501	0.00044063478088431	FN1/COL1A2/COL3A1/COL5A1/COL5A2/COL1A1	6
REACTOME_ARACHIDONIC_ACID_METABOLISM	REACTOME_ARACHIDONIC_ACID_METABOLISM	7/225	59/11763	0.000125000504742778	0.000779091196227003	0.000465079666768894	PTGES2/PON2/PTGS1/PTGES/PTGS2/PON1/CYP1A1	7
REACTOME_SIGNALING_BY_MET	REACTOME_SIGNALING_BY_MET	8/225	79/11763	0.00012841950218895	0.00079539829168281	0.000474814212040723	FN1/SOS1/STAT3/COL1A2/COL3A1/COL5A1/COL5A2/COL1A1	8
BIOCARTA_EGF_PATHWAY	BIOCARTA_EGF_PATHWAY	5/225	27/11763	0.000140205766527008	0.000857678485359661	0.000511992467759445	RAF1/SOS1/STAT1/STAT3/PRKCA	5
BIOCARTA_VEGF_PATHWAY	BIOCARTA_VEGF_PATHWAY	5/225	27/11763	0.000140205766527008	0.000857678485359661	0.000511992467759445	PRKCA/KDR/FLT1/NOS3/VEGFA	5
REACTOME_INTERLEUKIN_1_SIGNALING	REACTOME_INTERLEUKIN_1_SIGNALING	9/225	102/11763	0.000143101896278742	0.000870024412344989	0.000519362387527626	IRAK1/NFKB2/NFKB1/IL1R1/NOD2/IL1R2/IL1A/IL1RN/IL1B	9
BIOCARTA_RELA_PATHWAY	BIOCARTA_RELA_PATHWAY	4/225	15/11763	0.000150732265184081	0.000894465118547452	0.00053395230402429	NFKB1/TNFRSF1A/TNFRSF1B/TNF	4
REACTOME_ANCHORING_FIBRIL_FORMATION	REACTOME_ANCHORING_FIBRIL_FORMATION	4/225	15/11763	0.000150732265184081	0.000894465118547452	0.00053395230402429	COL4A1/COL4A3/COL1A2/COL1A1	4
REACTOME_EICOSANOID_LIGAND_BINDING_RECEPTORS	REACTOME_EICOSANOID_LIGAND_BINDING_RECEPTORS	4/225	15/11763	0.000150732265184081	0.000894465118547452	0.00053395230402429	PTGDR/PTGFR/PTGER2/PTGER3	4
REACTOME_SYNTHESIS_OF_PROSTAGLANDINS_PG_AND_THROMBOXANES_TX	REACTOME_SYNTHESIS_OF_PROSTAGLANDINS_PG_AND_THROMBOXANES_TX	4/225	15/11763	0.000150732265184081	0.000894465118547452	0.00053395230402429	PTGES2/PTGS1/PTGES/PTGS2	4
BIOCARTA_PDGF_PATHWAY	BIOCARTA_PDGF_PATHWAY	5/225	28/11763	0.000168047157831335	0.0009912781750646	0.000591745004393547	RAF1/SOS1/STAT1/STAT3/PRKCA	5
PID_ENDOTHELIN_PATHWAY	PID_ENDOTHELIN_PATHWAY	7/225	63/11763	0.000190023691075475	0.00111428093405796	0.00066517168722776	ADCY5/RAF1/PRKCA/EDN1/COL1A2/COL3A1/MMP1	7
BIOCARTA_CDMAC_PATHWAY	BIOCARTA_CDMAC_PATHWAY	4/225	16/11763	0.000197973793335873	0.00115407075997559	0.000688924283930406	RAF1/PRKCA/NFKB1/TNF	4
PID_TNF_PATHWAY	PID_TNF_PATHWAY	6/225	46/11763	0.000226398336915045	0.00131205118060122	0.000783230934726101	STAT1/TRAF2/NFKB1/TNFRSF1A/TNFRSF1B/TNF	6
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	12/225	186/11763	0.000239010323262214	0.0013770885485631	0.00082205508980027	HLA-G/KIR3DL2/C3/VCAM1/CD40/SFTPD/ICAM1/FCGR2B/TREM1/COL1A2/COL3A1/COL1A1	12
BIOCARTA_GCR_PATHWAY	BIOCARTA_GCR_PATHWAY	4/225	17/11763	0.000255023342193787	0.00146085625499447	0.000872060348724722	NFKB1/NR3C1/NOS3/ADRB2	4
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS	REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS	12/225	189/11763	0.000277048174469374	0.00157790080976523	0.000941930272545604	APOA1/MTR/CD38/SLC23A2/SHMT1/MTRR/SLC23A1/APOE/DHFR/NOS3/PTGS2/MTHFR	12
REACTOME_INTERLEUKIN_3_INTERLEUKIN_5_AND_GM_CSF_SIGNALING	REACTOME_INTERLEUKIN_3_INTERLEUKIN_5_AND_GM_CSF_SIGNALING	6/225	48/11763	0.000287318204390228	0.00162704194600409	0.000971265148074036	SOS1/CSF2/IL2RB/IL5/IL2RA/IL2	6
REACTOME_CROSSLINKING_OF_COLLAGEN_FIBRILS	REACTOME_CROSSLINKING_OF_COLLAGEN_FIBRILS	4/225	18/11763	0.000322994401399271	0.0018186787033334	0.0010856629999186	COL4A1/COL4A3/COL1A2/COL1A1	4
KEGG_VIRAL_MYOCARDITIS	KEGG_VIRAL_MYOCARDITIS	7/225	70/11763	0.000367708302871577	0.00204718498958277	0.00122207017276065	CD55/HLA-DQA1/HLA-G/CD80/CD86/CD40/ICAM1	7
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	7/225	70/11763	0.000367708302871577	0.00204718498958277	0.00122207017276065	HLA-G/IFNAR1/IRF1/IRF3/IRF5/STAT1/SOCS3	7
REACTOME_OTHER_INTERLEUKIN_SIGNALING	REACTOME_OTHER_INTERLEUKIN_SIGNALING	15/225	288/11763	0.000428334607799819	0.00237139439290291	0.00141560746594236	FGF1/FN1/ANGPT1/RAF1/SOS1/VWF/IL16/CSF3/CSF2/IL2RB/IL5/IL10RB/IL2RA/TLR9/IL2	15
BIOCARTA_NUCLEARRS_PATHWAY	BIOCARTA_NUCLEARRS_PATHWAY	5/225	34/11763	0.000433392762811319	0.00237288523727081	0.0014164974277404	CYP2E1/ABCA1/PPARA/PPARG/VDR	5
PID_IL2_PI3K_PATHWAY	PID_IL2_PI3K_PATHWAY	5/225	34/11763	0.000433392762811319	0.00237288523727081	0.0014164974277404	SOS1/IL2RB/NFKB1/IL2RA/IL2	5
BIOCARTA_PPARA_PATHWAY	BIOCARTA_PPARA_PATHWAY	6/225	52/11763	0.000447307079318987	0.00243561162420393	0.00145394203919763	APOA1/PPARA/PRKCA/HSPA1A/PTGS2/TNF	6
KEGG_PRION_DISEASES	KEGG_PRION_DISEASES	5/225	35/11763	0.00049783315656736	0.0026959161647992	0.00160933122801758	CCL5/HSPA1A/IL1A/IL1B/IL6	5
REACTOME_INTERFERON_SIGNALING	REACTOME_INTERFERON_SIGNALING	12/225	202/11763	0.000506981440009503	0.00273053590787727	0.00162999753595733	HLA-DQA1/HLA-G/IFNAR1/IRF1/IRF3/IRF5/STAT1/VCAM1/SOCS3/ICAM1/IFNGR2/IFNG	12
REACTOME_SIGNALING_BY_TYPE_1_INSULIN_LIKE_GROWTH_FACTOR_1_RECEPTOR_IGF1R	REACTOME_SIGNALING_BY_TYPE_1_INSULIN_LIKE_GROWTH_FACTOR_1_RECEPTOR_IGF1R	6/225	54/11763	0.00054972690136906	0.00294475329327967	0.00175787492784872	FGF1/IGF2/SOS1/IGF1R/IGF1/TLR9	6
REACTOME_MAPK_FAMILY_SIGNALING_CASCADES	REACTOME_MAPK_FAMILY_SIGNALING_CASCADES	15/225	296/11763	0.000570387032896987	0.00303899757849954	0.00181413419631073	FGF1/FN1/ANGPT1/MMP10/RAF1/SOS1/VWF/CSF2/IL2RB/IL5/IL2RA/MMP2/IL2/IL6R/IL6	15
REACTOME_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS	REACTOME_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS	9/225	123/11763	0.000581796488514903	0.00308321026801213	0.0018405270281192	MTR/CD38/SLC23A2/SHMT1/MTRR/SLC23A1/DHFR/PTGS2/MTHFR	9
BIOCARTA_CERAMIDE_PATHWAY	BIOCARTA_CERAMIDE_PATHWAY	4/225	21/11763	0.000603911432353463	0.00314987489190674	0.00188032257608114	RAF1/TRAF2/NFKB1/TNFRSF1A	4
BIOCARTA_IGF1_PATHWAY	BIOCARTA_IGF1_PATHWAY	4/225	21/11763	0.000603911432353463	0.00314987489190674	0.00188032257608114	RAF1/SOS1/IGF1R/IGF1	4
REACTOME_ZBP1_DAI_MEDIATED_INDUCTION_OF_TYPE_I_IFNS	REACTOME_ZBP1_DAI_MEDIATED_INDUCTION_OF_TYPE_I_IFNS	4/225	21/11763	0.000603911432353463	0.00314987489190674	0.00188032257608114	IRF3/NFKB2/TLR3/NFKB1	4
KEGG_VEGF_SIGNALING_PATHWAY	KEGG_VEGF_SIGNALING_PATHWAY	7/225	76/11763	0.000608740562442571	0.00315843925330151	0.00188543508455621	AKT3/RAF1/PRKCA/KDR/NOS3/PTGS2/VEGFA	7
